X,Y,Z,FALL,A,DX,DY,DZ,DA
10.06,2.41,2.98,0,10.765319317140575,0.0,0.0,0.0,0.0
10.1,2.41,2.98,0,10.802707993831916,0.03999999999999915,0.0,0.0,0.03738867669134116
10.1,2.41,2.98,0,10.802707993831916,0.0,0.0,0.0,0.0
10.1,2.41,2.98,0,10.802707993831916,0.0,0.0,0.0,0.0
10.1,2.41,2.98,0,10.802707993831916,0.0,0.0,0.0,0.0
10.1,2.41,2.98,0,10.802707993831916,0.0,0.0,0.0,0.0
10.1,2.41,2.98,0,10.802707993831916,0.0,0.0,0.0,0.0
10.1,2.41,2.98,0,10.802707993831916,0.0,0.0,0.0,0.0
10.1,2.41,2.98,0,10.802707993831916,0.0,0.0,0.0,0.0
10.1,2.41,2.95,0,10.794470806852923,0.0,0.0,-0.029999999999999805,-0.00823718697899345
10.1,2.41,2.95,0,10.794470806852923,0.0,0.0,0.0,0.0
10.1,2.41,2.95,0,10.794470806852923,0.0,0.0,0.0,0.0
10.1,2.41,2.95,0,10.794470806852923,0.0,0.0,0.0,0.0
10.1,2.41,2.95,0,10.794470806852923,0.0,0.0,0.0,0.0
10.1,2.41,2.95,0,10.794470806852923,0.0,0.0,0.0,0.0
10.1,2.41,2.95,0,10.794470806852923,0.0,0.0,0.0,0.0
10.1,2.41,2.95,0,10.794470806852923,0.0,0.0,0.0,0.0
10.1,2.41,2.95,0,10.794470806852923,0.0,0.0,0.0,0.0
10.22,2.41,2.95,0,10.906832720822301,0.120000000000001,0.0,0.0,0.11236191396937834
10.22,2.41,2.95,0,10.906832720822301,0.0,0.0,0.0,0.0
