X,Y,Z,FALL_HW,FALL_ML
-1.72,4.44,-1.68,0,
-1.72,4.44,-1.68,0,
-1.72,4.44,-1.68,0,
-1.72,4.44,-1.68,0,
-1.72,4.44,-1.68,0,
-1.72,4.44,-1.68,0,
-0.65,4.17,-0.73,0,
-0.65,4.17,-0.73,0,
-0.65,4.17,-0.73,0,
-0.65,4.17,-0.73,0,
-0.65,4.17,-0.73,0,
-0.65,4.17,-0.73,0,
-0.65,4.17,-0.73,0,
-0.65,4.17,-0.73,0,
-0.65,4.17,-0.73,0,
4.59,3.37,2.79,0,
4.59,3.37,2.79,0,
4.59,3.37,2.79,0,
4.59,3.37,2.79,0,
4.59,3.37,2.79,0,
4.59,3.37,2.79,0,
4.59,3.37,2.79,0,
4.59,3.37,2.79,0,
9.49,1.84,6.31,0,
9.49,1.84,6.31,0,
9.49,1.84,6.31,0,
9.49,1.84,6.31,0,
9.49,1.84,6.31,0,
9.49,1.84,6.31,0,
9.49,1.84,6.31,0,
9.49,1.84,6.31,0,
9.49,1.84,6.31,0,
13.66,1.45,10.14,0,
13.66,1.45,10.14,0,
13.66,1.45,10.14,0,
13.66,1.45,10.14,0,
13.66,1.45,10.14,0,
13.66,1.45,10.14,0,
13.66,1.45,10.14,0,
13.66,1.45,10.14,0,
13.66,1.45,10.14,0,
39.14,15.8,39.14,0,
39.14,15.8,39.14,0,
39.14,15.8,39.14,0,
39.14,15.8,39.14,0,
39.14,15.8,39.14,0,
39.14,15.8,39.14,0,
39.14,15.8,39.14,0,
39.14,15.8,39.14,0,
37.15,-27.81,0.57,0,
37.15,-27.81,0.57,0,
37.15,-27.81,0.57,0,
37.15,-27.81,0.57,0,
37.15,-27.81,0.57,0,
37.15,-27.81,0.57,0,
37.15,-27.81,0.57,0,
37.15,-27.81,0.57,0,
37.15,-27.81,0.57,0,
33.32,23.84,-6.35,0,
33.32,23.84,-6.35,0,
33.32,23.84,-6.35,0,
33.32,23.84,-6.35,0,
33.32,23.84,-6.35,0,
33.32,23.84,-6.35,0,
33.32,23.84,-6.35,0,
33.32,23.84,-6.35,0,
-1.3,-0.77,8.19,0,
-1.3,-0.77,8.19,0,
-1.3,-0.77,8.19,0,
-1.3,-0.77,8.19,0,
-1.3,-0.77,8.19,0,
-1.3,-0.77,8.19,0,
-1.3,-0.77,8.19,0,
-1.3,-0.77,8.19,0,
-1.3,-0.77,8.19,0,
-5.01,11.94,22.46,0,
-5.01,11.94,22.46,0,
-5.01,11.94,22.46,0,
-5.01,11.94,22.46,0,
-5.01,11.94,22.46,0,
-5.01,11.94,22.46,0,
-5.01,11.94,22.46,0,
-5.01,11.94,22.46,0,
-5.01,11.94,22.46,0,
-7.23,0.31,8.57,0,
-7.23,0.31,8.57,0,
-7.23,0.31,8.57,0,
-7.23,0.31,8.57,0,
-7.23,0.31,8.57,0,
-7.23,0.31,8.57,0,
-7.23,0.31,8.57,0,0
-7.23,0.31,8.57,0,
-7.23,0.31,8.57,0,
29.65,7.69,4.02,0,
29.65,7.69,4.02,0,
29.65,7.69,4.02,0,
29.65,7.69,4.02,0,
29.65,7.69,4.02,0,
29.65,7.69,4.02,0,
29.65,7.69,4.02,0,
29.65,7.69,4.02,0,
20.16,1.42,8.72,0,
20.16,1.42,8.72,0,
20.16,1.42,8.72,0,
20.16,1.42,8.72,0,
20.16,1.42,8.72,0,
20.16,1.42,8.72,0,
20.16,1.42,8.72,0,
20.16,1.42,8.72,0,
20.16,1.42,8.72,0,
7.35,2.22,8.34,0,
7.35,2.22,8.34,0,
7.35,2.22,8.34,0,
7.35,2.22,8.34,0,
7.35,2.22,8.34,0,
7.35,2.22,8.34,0,
7.35,2.22,8.34,0,
7.35,2.22,8.34,0,
7.35,2.22,8.34,0,
5.01,3.18,6.92,0,
5.01,3.18,6.92,0,
5.01,3.18,6.92,0,
5.01,3.18,6.92,0,
5.01,3.18,6.92,0,
5.01,3.18,6.92,0,
5.01,3.18,6.92,0,
5.01,3.18,6.92,0,
5.01,3.18,6.92,0,
6.66,5.62,1.91,0,
6.66,5.62,1.91,0,
6.66,5.62,1.91,0,
6.66,5.62,1.91,0,
6.66,5.62,1.91,0,
6.66,5.62,1.91,0,
6.66,5.62,1.91,0,
6.66,5.62,1.91,0,
6.66,5.62,1.91,0,
1.91,5.55,1.68,0,
1.91,5.55,1.68,0,
1.91,5.55,1.68,0,
1.91,5.55,1.68,0,
1.91,5.55,1.68,0,
1.91,5.55,1.68,0,
1.91,5.55,1.68,0,
1.91,5.55,1.68,0,
1.91,5.55,1.68,0,
5.55,4.17,5.32,0,
5.55,4.17,5.32,0,
5.55,4.17,5.32,0,
5.55,4.17,5.32,0,
5.55,4.17,5.32,0,
5.55,4.17,5.32,0,
5.55,4.17,5.32,0,
5.55,4.17,5.32,0,
9.03,3.71,4.9,0,
9.03,3.71,4.9,0,
9.03,3.71,4.9,0,
9.03,3.71,4.9,0,
9.03,3.71,4.9,0,
9.03,3.71,4.9,0,
9.03,3.71,4.9,0,
9.03,3.71,4.9,0,
9.03,3.71,4.9,0,
7.92,2.91,3.56,0,
7.92,2.91,3.56,0,
7.92,2.91,3.56,0,
7.92,2.91,3.56,0,
7.92,2.91,3.56,0,
7.92,2.91,3.56,0,
7.92,2.91,3.56,0,
7.92,2.91,3.56,0,
7.92,2.91,3.56,0,
7.12,4.4,1.99,0,
7.12,4.4,1.99,0,
7.12,4.4,1.99,0,
7.12,4.4,1.99,0,
7.12,4.4,1.99,0,
7.12,4.4,1.99,0,
7.12,4.4,1.99,0,
7.12,4.4,1.99,0,
7.12,4.4,1.99,0,
3.6,4.44,0.42,0,
3.6,4.44,0.42,0,
3.6,4.44,0.42,0,
3.6,4.44,0.42,0,
3.6,4.44,0.42,0,
3.6,4.44,0.42,0,
3.6,4.44,0.42,0,
3.6,4.44,0.42,0,
3.6,4.44,0.42,0,
4.29,4.78,0.19,0,
4.29,4.78,0.19,0,
4.29,4.78,0.19,0,
4.29,4.78,0.19,0,
4.29,4.78,0.19,0,
4.29,4.78,0.19,0,
4.29,4.78,0.19,0,
4.29,4.78,0.19,0,
4.29,4.78,0.19,0,
4.09,4.25,-0.04,0,
4.09,4.25,-0.04,0,
4.09,4.25,-0.04,0,
4.09,4.25,-0.04,0,
4.09,4.25,-0.04,0,
4.09,4.25,-0.04,0,
4.09,4.25,-0.04,0,
4.09,4.25,-0.04,0,
4.09,4.25,-0.04,0,
4.97,3.56,0.42,0,
4.97,3.56,0.42,0,
4.97,3.56,0.42,0,
4.97,3.56,0.42,0,
4.97,3.56,0.42,0,
4.97,3.56,0.42,0,
4.97,3.56,0.42,0,
4.97,3.56,0.42,0,
4.97,3.56,0.42,0,
3.75,4.02,-1.19,0,
3.75,4.02,-1.19,0,
3.75,4.02,-1.19,0,
3.75,4.02,-1.19,0,
3.75,4.02,-1.19,0,
3.75,4.02,-1.19,0,
3.75,4.02,-1.19,0,
3.75,4.02,-1.19,0,
3.25,4.25,-2.07,0,
3.25,4.25,-2.07,0,
3.25,4.25,-2.07,0,
3.25,4.25,-2.07,0,
3.25,4.25,-2.07,0,
3.25,4.25,-2.07,0,
3.25,4.25,-2.07,0,
3.25,4.25,-2.07,0,
3.25,4.25,-2.07,0,
2.41,4.21,-2.87,0,
2.41,4.21,-2.87,0,
2.41,4.21,-2.87,0,
2.41,4.21,-2.87,0,
2.41,4.21,-2.87,0,
2.41,4.21,-2.87,0,
2.41,4.21,-2.87,0,0
2.41,4.21,-2.87,0,
2.41,4.21,-2.87,0,
1.26,4.48,-3.41,0,
1.26,4.48,-3.41,0,
1.26,4.48,-3.41,0,
1.26,4.48,-3.41,0,
1.26,4.48,-3.41,0,
1.26,4.48,-3.41,0,
1.26,4.48,-3.41,0,
1.26,4.48,-3.41,0,
1.26,4.48,-3.41,0,
0.15,4.71,-3.37,0,
0.15,4.71,-3.37,0,
0.15,4.71,-3.37,0,
0.15,4.71,-3.37,0,
0.15,4.71,-3.37,0,
0.15,4.71,-3.37,0,
0.15,4.71,-3.37,0,
0.15,4.71,-3.37,0,
0.15,4.71,-3.37,0,
-0.31,4.63,-3.52,0,
-0.31,4.63,-3.52,0,
-0.31,4.63,-3.52,0,
-0.31,4.63,-3.52,0,
-0.31,4.63,-3.52,0,
-0.31,4.63,-3.52,0,
-0.31,4.63,-3.52,0,
-0.31,4.63,-3.52,0,
-0.31,4.63,-3.52,0,
-0.69,4.78,-3.94,0,
-0.69,4.78,-3.94,0,
-0.69,4.78,-3.94,0,
-0.69,4.78,-3.94,0,
-0.69,4.78,-3.94,0,
-0.69,4.78,-3.94,0,
-0.69,4.78,-3.94,0,
-0.69,4.78,-3.94,0,
-0.69,4.78,-3.94,0,
0.42,4.82,-1.99,0,
0.42,4.82,-1.99,0,
0.42,4.82,-1.99,0,
0.42,4.82,-1.99,0,
0.42,4.82,-1.99,0,
0.42,4.82,-1.99,0,
0.42,4.82,-1.99,0,
0.42,4.82,-1.99,0,
0.42,4.82,-1.99,0,
3.21,3.63,1.68,0,
3.21,3.63,1.68,0,
3.21,3.63,1.68,0,
3.21,3.63,1.68,0,
3.21,3.63,1.68,0,
3.21,3.63,1.68,0,
3.21,3.63,1.68,0,
3.21,3.63,1.68,0,
6.43,2.72,5.36,0,
6.43,2.72,5.36,0,
6.43,2.72,5.36,0,
6.43,2.72,5.36,0,
6.43,2.72,5.36,0,
6.43,2.72,5.36,0,
6.43,2.72,5.36,0,
6.43,2.72,5.36,0,
6.43,2.72,5.36,0,
7.69,2.6,8.03,0,
7.69,2.6,8.03,0,
7.69,2.6,8.03,0,
7.69,2.6,8.03,0,
7.69,2.6,8.03,0,
7.69,2.6,8.03,0,
7.69,2.6,8.03,0,
7.69,2.6,8.03,0,
7.69,2.6,8.03,0,
8.11,5.51,29.84,0,
8.11,5.51,29.84,0,
8.11,5.51,29.84,0,
8.11,5.51,29.84,0,
8.11,5.51,29.84,0,
8.11,5.51,29.84,0,
8.11,5.51,29.84,0,
8.11,5.51,29.84,0,
8.11,5.51,29.84,0,
28.08,8.34,39.14,0,
28.08,8.34,39.14,0,
28.08,8.34,39.14,0,
28.08,8.34,39.14,0,
28.08,8.34,39.14,0,
28.08,8.34,39.14,0,
28.08,8.34,39.14,0,
28.08,8.34,39.14,0,
16.83,-9.72,2.6,0,
16.83,-9.72,2.6,0,
16.83,-9.72,2.6,0,
16.83,-9.72,2.6,0,
16.83,-9.72,2.6,0,
16.83,-9.72,2.6,0,
16.83,-9.72,2.6,0,
16.83,-9.72,2.6,0,
16.83,-9.72,2.6,0,
30.42,21.5,-4.13,0,
30.42,21.5,-4.13,0,
30.42,21.5,-4.13,0,
30.42,21.5,-4.13,0,
30.42,21.5,-4.13,0,
30.42,21.5,-4.13,0,
30.42,21.5,-4.13,0,
30.42,21.5,-4.13,0,
30.42,21.5,-4.13,0,
2.1,-3.44,12.2,0,
2.1,-3.44,12.2,0,
2.1,-3.44,12.2,0,
2.1,-3.44,12.2,0,
2.1,-3.44,12.2,0,
2.1,-3.44,12.2,0,
2.1,-3.44,12.2,0,
2.1,-3.44,12.2,0,
-4.4,11.52,17.33,0,
-4.4,11.52,17.33,0,
-4.4,11.52,17.33,0,
-4.4,11.52,17.33,0,
-4.4,11.52,17.33,0,
-4.4,11.52,17.33,0,
-4.4,11.52,17.33,0,
-4.4,11.52,17.33,0,
-4.4,11.52,17.33,0,
18.1,1.03,9.03,0,
18.1,1.03,9.03,0,
18.1,1.03,9.03,0,
18.1,1.03,9.03,0,
18.1,1.03,9.03,0,
18.1,1.03,9.03,0,
18.1,1.03,9.03,0,
18.1,1.03,9.03,0,
18.1,1.03,9.03,0,
21.96,1.99,10.06,0,
21.96,1.99,10.06,0,
21.96,1.99,10.06,0,
21.96,1.99,10.06,0,
21.96,1.99,10.06,0,
21.96,1.99,10.06,0,
21.96,1.99,10.06,0,
21.96,1.99,10.06,0,
17.6,3.29,9.37,0,
17.6,3.29,9.37,0,
17.6,3.29,9.37,0,
17.6,3.29,9.37,0,
17.6,3.29,9.37,0,
17.6,3.29,9.37,0,
17.6,3.29,9.37,0,
17.6,3.29,9.37,0,0
17.6,3.29,9.37,0,
7.84,0.88,9.18,0,
7.84,0.88,9.18,0,
7.84,0.88,9.18,0,
7.84,0.88,9.18,0,
7.84,0.88,9.18,0,
7.84,0.88,9.18,0,
7.84,0.88,9.18,0,
7.84,0.88,9.18,0,
7.84,0.88,9.18,0,
5.13,4.21,5.13,0,
5.13,4.21,5.13,0,
5.13,4.21,5.13,0,
5.13,4.21,5.13,0,
5.13,4.21,5.13,0,
5.13,4.21,5.13,0,
5.13,4.21,5.13,0,
5.13,4.21,5.13,0,
5.13,4.21,5.13,0,
5.82,5.16,1.84,0,
5.82,5.16,1.84,0,
5.82,5.16,1.84,0,
5.82,5.16,1.84,0,
5.82,5.16,1.84,0,
5.82,5.16,1.84,0,
5.82,5.16,1.84,0,
5.82,5.16,1.84,0,
5.82,5.16,1.84,0,
1.07,4.94,2.1,0,
1.07,4.94,2.1,0,
1.07,4.94,2.1,0,
1.07,4.94,2.1,0,
1.07,4.94,2.1,0,
1.07,4.94,2.1,0,
1.07,4.94,2.1,0,
1.07,4.94,2.1,0,
4.4,5.05,3.18,0,
4.4,5.05,3.18,0,
4.4,5.05,3.18,0,
4.4,5.05,3.18,0,
4.4,5.05,3.18,0,
4.4,5.05,3.18,0,
4.4,5.05,3.18,0,
4.4,5.05,3.18,0,
4.4,5.05,3.18,0,
9.07,3.71,3.21,0,
9.07,3.71,3.21,0,
9.07,3.71,3.21,0,
9.07,3.71,3.21,0,
9.07,3.71,3.21,0,
9.07,3.71,3.21,0,
9.07,3.71,3.21,0,
9.07,3.71,3.21,0,
9.07,3.71,3.21,0,
7.61,3.29,2.3,0,
7.61,3.29,2.3,0,
7.61,3.29,2.3,0,
7.61,3.29,2.3,0,
7.61,3.29,2.3,0,
7.61,3.29,2.3,0,
7.61,3.29,2.3,0,
7.61,3.29,2.3,0,
7.61,3.29,2.3,0,
5.43,4.06,1.22,0,
5.43,4.06,1.22,0,
5.43,4.06,1.22,0,
5.43,4.06,1.22,0,
5.43,4.06,1.22,0,
5.43,4.06,1.22,0,
5.43,4.06,1.22,0,
5.43,4.06,1.22,0,
5.43,4.06,1.22,0,
3.21,4.06,0.54,0,
3.21,4.06,0.54,0,
3.21,4.06,0.54,0,
3.21,4.06,0.54,0,
3.21,4.06,0.54,0,
3.21,4.06,0.54,0,
3.21,4.06,0.54,0,
3.21,4.06,0.54,0,
3.21,4.06,0.54,0,
2.26,3.98,-0.04,0,
2.26,3.98,-0.04,0,
2.26,3.98,-0.04,0,
2.26,3.98,-0.04,0,
2.26,3.98,-0.04,0,
2.26,3.98,-0.04,0,
2.26,3.98,-0.04,0,
2.26,3.98,-0.04,0,
2.26,3.98,-0.04,0,
2.14,4.02,-0.42,0,
2.14,4.02,-0.42,0,
2.14,4.02,-0.42,0,
2.14,4.02,-0.42,0,
2.14,4.02,-0.42,0,
2.14,4.02,-0.42,0,
2.14,4.02,-0.42,0,
2.14,4.02,-0.42,0,
1.19,4.25,-1.26,0,
1.19,4.25,-1.26,0,
1.19,4.25,-1.26,0,
1.19,4.25,-1.26,0,
1.19,4.25,-1.26,0,
1.19,4.25,-1.26,0,
1.19,4.25,-1.26,0,
1.19,4.25,-1.26,0,
1.19,4.25,-1.26,0,
0.84,4.13,-1.99,0,
0.84,4.13,-1.99,0,
0.84,4.13,-1.99,0,
0.84,4.13,-1.99,0,
0.84,4.13,-1.99,0,
0.84,4.13,-1.99,0,
0.84,4.13,-1.99,0,
0.84,4.13,-1.99,0,
0.84,4.13,-1.99,0,
0.54,4.55,-2.98,0,
0.54,4.55,-2.98,0,
0.54,4.55,-2.98,0,
0.54,4.55,-2.98,0,
0.54,4.55,-2.98,0,
0.54,4.55,-2.98,0,
0.54,4.55,-2.98,0,
0.54,4.55,-2.98,0,
0.54,4.55,-2.98,0,
0.38,4.21,-3.06,0,
0.38,4.21,-3.06,0,
0.38,4.21,-3.06,0,
0.38,4.21,-3.06,0,
0.38,4.21,-3.06,0,
0.38,4.21,-3.06,0,
0.38,4.21,-3.06,0,
0.38,4.21,-3.06,0,
0.38,4.21,-3.06,0,
0.34,3.86,-3.25,0,
0.34,3.86,-3.25,0,
0.34,3.86,-3.25,0,
0.34,3.86,-3.25,0,
0.34,3.86,-3.25,0,
0.34,3.86,-3.25,0,
0.34,3.86,-3.25,0,
0.34,3.86,-3.25,0,
0.34,3.86,-3.25,0,
0.92,3.56,-2.3,0,
0.92,3.56,-2.3,0,
0.92,3.56,-2.3,0,
0.92,3.56,-2.3,0,
0.92,3.56,-2.3,0,
0.92,3.56,-2.3,0,
0.92,3.56,-2.3,0,0
0.92,3.56,-2.3,0,
0.92,3.56,-2.3,0,
1.91,3.94,-1.53,0,
1.91,3.94,-1.53,0,
1.91,3.94,-1.53,0,
1.91,3.94,-1.53,0,
1.91,3.94,-1.53,0,
1.91,3.94,-1.53,0,
1.91,3.94,-1.53,0,
1.91,3.94,-1.53,0,
3.48,3.37,0.34,0,
3.48,3.37,0.34,0,
3.48,3.37,0.34,0,
3.48,3.37,0.34,0,
3.48,3.37,0.34,0,
3.48,3.37,0.34,0,
3.48,3.37,0.34,0,
3.48,3.37,0.34,0,
3.48,3.37,0.34,0,
5.24,3.1,2.26,0,
5.24,3.1,2.26,0,
5.24,3.1,2.26,0,
5.24,3.1,2.26,0,
5.24,3.1,2.26,0,
5.24,3.1,2.26,0,
5.24,3.1,2.26,0,
5.24,3.1,2.26,0,
5.24,3.1,2.26,0,
6.5,2.83,5.01,0,
6.5,2.83,5.01,0,
6.5,2.83,5.01,0,
6.5,2.83,5.01,0,
6.5,2.83,5.01,0,
6.5,2.83,5.01,0,
6.5,2.83,5.01,0,
6.5,2.83,5.01,0,
6.5,2.83,5.01,0,
7.77,2.6,6.96,0,
7.77,2.6,6.96,0,
7.77,2.6,6.96,0,
7.77,2.6,6.96,0,
7.77,2.6,6.96,0,
7.77,2.6,6.96,0,
7.77,2.6,6.96,0,
7.77,2.6,6.96,0,
7.77,2.6,6.96,0,
9.11,3.94,17.14,0,
9.11,3.94,17.14,0,
9.11,3.94,17.14,0,
9.11,3.94,17.14,0,
9.11,3.94,17.14,0,
9.11,3.94,17.14,0,
9.11,3.94,17.14,0,
9.11,3.94,17.14,0,
9.11,3.94,17.14,0,
35.96,7.69,39.14,0,
35.96,7.69,39.14,0,
35.96,7.69,39.14,0,
35.96,7.69,39.14,0,
35.96,7.69,39.14,0,
35.96,7.69,39.14,0,
35.96,7.69,39.14,0,
35.96,7.69,39.14,0,
17.68,-14.81,14.69,0,
17.68,-14.81,14.69,0,
17.68,-14.81,14.69,0,
17.68,-14.81,14.69,0,
17.68,-14.81,14.69,0,
17.68,-14.81,14.69,0,
17.68,-14.81,14.69,0,
17.68,-14.81,14.69,0,
17.68,-14.81,14.69,0,
23.95,25.79,-3.86,0,
23.95,25.79,-3.86,0,
23.95,25.79,-3.86,0,
23.95,25.79,-3.86,0,
23.95,25.79,-3.86,0,
23.95,25.79,-3.86,0,
23.95,25.79,-3.86,0,
23.95,25.79,-3.86,0,
8.15,-3.37,13.54,0,
8.15,-3.37,13.54,0,
8.15,-3.37,13.54,0,
8.15,-3.37,13.54,0,
8.15,-3.37,13.54,0,
8.15,-3.37,13.54,0,
8.15,-3.37,13.54,0,
8.15,-3.37,13.54,0,
8.15,-3.37,13.54,0,
-6.73,13.05,21.2,0,
-6.73,13.05,21.2,0,
-6.73,13.05,21.2,0,
-6.73,13.05,21.2,0,
-6.73,13.05,21.2,0,
-6.73,13.05,21.2,0,
-6.73,13.05,21.2,0,
-6.73,13.05,21.2,0,
12.17,-0.54,8.0,0,
12.17,-0.54,8.0,0,
12.17,-0.54,8.0,0,
12.17,-0.54,8.0,0,
12.17,-0.54,8.0,0,
12.17,-0.54,8.0,0,
12.17,-0.54,8.0,0,
12.17,-0.54,8.0,0,
12.17,-0.54,8.0,0,
30.34,3.52,11.94,0,
30.34,3.52,11.94,0,
30.34,3.52,11.94,0,
30.34,3.52,11.94,0,
30.34,3.52,11.94,0,
30.34,3.52,11.94,0,
30.34,3.52,11.94,0,
30.34,3.52,11.94,0,
30.34,3.52,11.94,0,
16.53,0.27,10.1,0,
16.53,0.27,10.1,0,
16.53,0.27,10.1,0,
16.53,0.27,10.1,0,
16.53,0.27,10.1,0,
16.53,0.27,10.1,0,
16.53,0.27,10.1,0,
16.53,0.27,10.1,0,
4.97,1.99,8.34,0,
4.97,1.99,8.34,0,
4.97,1.99,8.34,0,
4.97,1.99,8.34,0,
4.97,1.99,8.34,0,
4.97,1.99,8.34,0,
4.97,1.99,8.34,0,
4.97,1.99,8.34,0,
4.97,1.99,8.34,0,
3.6,5.05,5.2,0,
3.6,5.05,5.2,0,
3.6,5.05,5.2,0,
3.6,5.05,5.2,0,
3.6,5.05,5.2,0,
3.6,5.05,5.2,0,
3.6,5.05,5.2,0,
3.6,5.05,5.2,0,
3.6,5.05,5.2,0,
6.77,5.74,1.34,0,
6.77,5.74,1.34,0,
6.77,5.74,1.34,0,
6.77,5.74,1.34,0,
6.77,5.74,1.34,0,
6.77,5.74,1.34,0,
6.77,5.74,1.34,0,
6.77,5.74,1.34,0,
6.77,5.74,1.34,0,0
2.68,4.55,3.06,0,
2.68,4.55,3.06,0,
2.68,4.55,3.06,0,
2.68,4.55,3.06,0,
2.68,4.55,3.06,0,
2.68,4.55,3.06,0,
2.68,4.55,3.06,0,
2.68,4.55,3.06,0,
2.68,4.55,3.06,0,
8.3,3.98,4.51,0,
8.3,3.98,4.51,0,
8.3,3.98,4.51,0,
8.3,3.98,4.51,0,
8.3,3.98,4.51,0,
8.3,3.98,4.51,0,
8.3,3.98,4.51,0,
8.3,3.98,4.51,0,
8.3,3.98,4.51,0,
10.67,3.44,2.49,0,
10.67,3.44,2.49,0,
10.67,3.44,2.49,0,
10.67,3.44,2.49,0,
10.67,3.44,2.49,0,
10.67,3.44,2.49,0,
10.67,3.44,2.49,0,
10.67,3.44,2.49,0,
6.16,3.67,0.77,0,
6.16,3.67,0.77,0,
6.16,3.67,0.77,0,
6.16,3.67,0.77,0,
6.16,3.67,0.77,0,
6.16,3.67,0.77,0,
6.16,3.67,0.77,0,
6.16,3.67,0.77,0,
6.16,3.67,0.77,0,
3.63,4.02,0.23,0,
3.63,4.02,0.23,0,
3.63,4.02,0.23,0,
3.63,4.02,0.23,0,
3.63,4.02,0.23,0,
3.63,4.02,0.23,0,
3.63,4.02,0.23,0,
3.63,4.02,0.23,0,
3.63,4.02,0.23,0,
2.33,4.21,-0.73,0,
2.33,4.21,-0.73,0,
2.33,4.21,-0.73,0,
2.33,4.21,-0.73,0,
2.33,4.21,-0.73,0,
2.33,4.21,-0.73,0,
2.33,4.21,-0.73,0,
2.33,4.21,-0.73,0,
2.33,4.21,-0.73,0,
2.83,4.09,-0.42,0,
2.83,4.09,-0.42,0,
2.83,4.09,-0.42,0,
2.83,4.09,-0.42,0,
2.83,4.09,-0.42,0,
2.83,4.09,-0.42,0,
2.83,4.09,-0.42,0,
2.83,4.09,-0.42,0,
2.83,4.09,-0.42,0,
3.75,4.06,-1.22,0,
3.75,4.06,-1.22,0,
3.75,4.06,-1.22,0,
3.75,4.06,-1.22,0,
3.75,4.06,-1.22,0,
3.75,4.06,-1.22,0,
3.75,4.06,-1.22,0,
3.75,4.06,-1.22,0,
3.75,4.06,-1.22,0,
3.86,4.09,-2.56,0,
3.86,4.09,-2.56,0,
3.86,4.09,-2.56,0,
3.86,4.09,-2.56,0,
3.86,4.09,-2.56,0,
3.86,4.09,-2.56,0,
3.86,4.09,-2.56,0,
3.86,4.09,-2.56,0,
3.86,4.09,-2.56,0,
2.91,4.06,-2.91,0,
2.91,4.06,-2.91,0,
2.91,4.06,-2.91,0,
2.91,4.06,-2.91,0,
2.91,4.06,-2.91,0,
2.91,4.06,-2.91,0,
2.91,4.06,-2.91,0,
2.91,4.06,-2.91,0,
2.91,4.06,-2.91,0,
2.87,4.4,-3.18,0,
2.87,4.4,-3.18,0,
2.87,4.4,-3.18,0,
2.87,4.4,-3.18,0,
2.87,4.4,-3.18,0,
2.87,4.4,-3.18,0,
2.87,4.4,-3.18,0,
2.87,4.4,-3.18,0,
2.18,4.09,-3.48,0,
2.18,4.09,-3.48,0,
2.18,4.09,-3.48,0,
2.18,4.09,-3.48,0,
2.18,4.09,-3.48,0,
2.18,4.09,-3.48,0,
2.18,4.09,-3.48,0,
2.18,4.09,-3.48,0,
2.18,4.09,-3.48,0,
1.22,4.48,-3.71,0,
1.22,4.48,-3.71,0,
1.22,4.48,-3.71,0,
1.22,4.48,-3.71,0,
1.22,4.48,-3.71,0,
1.22,4.48,-3.71,0,
1.22,4.48,-3.71,0,
1.22,4.48,-3.71,0,
1.22,4.48,-3.71,0,
0.5,4.48,-3.75,0,
0.5,4.48,-3.75,0,
0.5,4.48,-3.75,0,
0.5,4.48,-3.75,0,
0.5,4.48,-3.75,0,
0.5,4.48,-3.75,0,
0.5,4.48,-3.75,0,
0.5,4.48,-3.75,0,
0.5,4.48,-3.75,0,
-0.5,4.36,-2.75,0,
-0.5,4.36,-2.75,0,
-0.5,4.36,-2.75,0,
-0.5,4.36,-2.75,0,
-0.5,4.36,-2.75,0,
-0.5,4.36,-2.75,0,
-0.5,4.36,-2.75,0,
-0.5,4.36,-2.75,0,
-0.5,4.36,-2.75,0,
0.15,4.25,-2.14,0,
0.15,4.25,-2.14,0,
0.15,4.25,-2.14,0,
0.15,4.25,-2.14,0,
0.15,4.25,-2.14,0,
0.15,4.25,-2.14,0,
0.15,4.25,-2.14,0,
0.15,4.25,-2.14,0,
0.15,4.25,-2.14,0,
1.91,3.98,0.11,0,
1.91,3.98,0.11,0,
1.91,3.98,0.11,0,
1.91,3.98,0.11,0,
1.91,3.98,0.11,0,
1.91,3.98,0.11,0,
1.91,3.98,0.11,0,
1.91,3.98,0.11,0,0
4.17,2.79,4.17,0,
4.17,2.79,4.17,0,
4.17,2.79,4.17,0,
4.17,2.79,4.17,0,
4.17,2.79,4.17,0,
4.17,2.79,4.17,0,
4.17,2.79,4.17,0,
4.17,2.79,4.17,0,
4.17,2.79,4.17,0,
6.81,2.45,7.08,0,
6.81,2.45,7.08,0,
6.81,2.45,7.08,0,
6.81,2.45,7.08,0,
6.81,2.45,7.08,0,
6.81,2.45,7.08,0,
6.81,2.45,7.08,0,
6.81,2.45,7.08,0,
6.81,2.45,7.08,0,
8.46,1.65,11.59,0,
8.46,1.65,11.59,0,
8.46,1.65,11.59,0,
8.46,1.65,11.59,0,
8.46,1.65,11.59,0,
8.46,1.65,11.59,0,
8.46,1.65,11.59,0,
8.46,1.65,11.59,0,
8.46,1.65,11.59,0,
31.41,18.59,39.14,0,
31.41,18.59,39.14,0,
31.41,18.59,39.14,0,
31.41,18.59,39.14,0,
31.41,18.59,39.14,0,
31.41,18.59,39.14,0,
31.41,18.59,39.14,0,
31.41,18.59,39.14,0,
31.53,-27.93,6.39,0,
31.53,-27.93,6.39,0,
31.53,-27.93,6.39,0,
31.53,-27.93,6.39,0,
31.53,-27.93,6.39,0,
31.53,-27.93,6.39,0,
31.53,-27.93,6.39,0,
31.53,-27.93,6.39,0,
31.53,-27.93,6.39,0,
24.79,27.55,-6.35,0,
24.79,27.55,-6.35,0,
24.79,27.55,-6.35,0,
24.79,27.55,-6.35,0,
24.79,27.55,-6.35,0,
24.79,27.55,-6.35,0,
24.79,27.55,-6.35,0,
24.79,27.55,-6.35,0,
24.79,27.55,-6.35,0,
8.42,-0.42,12.51,0,
8.42,-0.42,12.51,0,
8.42,-0.42,12.51,0,
8.42,-0.42,12.51,0,
8.42,-0.42,12.51,0,
8.42,-0.42,12.51,0,
